              t   Imag  Ierr
--------------- ------ -----
      81.066545 13.668 0.005
        2.78875 13.659 0.005
      18.461369 13.657 0.005
      18.491959 13.665 0.005
      18.521499 13.665 0.005
      50.754107 13.706 0.005
      35.126208 13.706 0.005
      35.155678 13.707 0.005
      66.499936 13.707 0.005
      52.763477 13.798 0.005
      84.116855  13.78 0.005
      37.176368 13.785 0.005
      86.130775 13.883 0.005
      54.831257 13.892 0.005
      71.405556 13.922 0.005
      55.762957 13.924 0.005
      24.462859 13.926 0.005
      87.107005  13.92 0.005
      49.520657 13.659 0.005
      51.547237 13.728 0.005
      68.192066 13.772 0.005
      22.191429 13.818 0.005
      70.149806  13.87 0.005
      39.876128 13.904 0.005
      72.188686 13.923 0.005
      74.219646 13.843 0.005
      43.845408  13.78 0.005
      91.852975 13.701 0.005
      31.218309 13.491 0.005
      39.187309 13.879 0.005
      41.159019 13.924 0.005
      90.088896 13.842 0.005
      13.799391 13.684 0.005
       1.189212 13.554 0.005
       5.202372 13.743 0.005
       37.48939 13.795 0.005
      54.187069 13.851 0.005
       43.43597 13.811 0.005
      75.855658 13.733 0.005
      14.173402 13.653 0.005
      77.813468  13.51 0.005
      16.203192 13.506 0.005
       48.48878 13.581 0.005
      81.769088 13.684 0.005
       51.47638  13.72 0.005
      36.824541 13.762 0.005
       53.44929 13.823 0.005
       1.780164 13.601 0.005
       65.46454 13.645 0.005
      19.393683  13.68 0.005
       67.44717 13.735 0.005
       68.38919 13.766 0.005
      53.758971  13.83 0.005
      46.067742 13.551 0.005
       0.166715 13.485 0.005
      63.695231  13.54 0.005
       2.106505 13.622 0.005
      18.736114  13.67 0.005
      53.078862 13.789 0.005
       8.072385 13.897 0.005
      24.767324 13.925 0.005
      10.134105 13.927 0.005
      45.449413 13.656 0.005
      30.773404 13.511 0.005
      47.445753 13.497 0.005
      32.753934 13.577 0.005
      33.722014 13.642 0.005
      90.676761 13.794 0.005
      61.372713 13.601 0.005
      62.374873 13.494 0.005
      16.387096 13.516 0.005
       3.696197 13.705 0.005
      88.003042 13.927 0.005
      42.996715 13.838 0.005
      12.658217 13.772 0.005
      92.992222 13.563 0.005
      93.943142  13.49 0.005
      63.819174 13.557 0.005
      49.032315 13.629 0.005
      81.308843 13.666 0.005
      19.684677 13.706 0.005
      51.993275 13.739 0.005
      37.344316 13.795 0.005
      38.458716  13.85 0.005
       8.079598 13.894 0.005
      29.694847 13.659 0.005
      93.350023 13.516 0.005
      47.353926 13.501 0.005
      16.144418 13.505 0.005
       1.373159 13.578 0.005
      48.374846 13.575 0.005
      49.361526 13.647 0.005
      49.472266 13.653 0.005
      82.608334 13.718 0.005
      83.645814 13.759 0.005
       5.461789 13.755 0.005
      68.995935 13.815 0.005
      37.742827 13.829 0.005
       8.349249 13.901 0.005
       8.422979 13.902 0.005
       9.355389 13.922 0.005
      41.703217 13.946 0.005
      42.665037 13.863 0.005
      90.642304 13.798 0.005
      43.822377 13.792 0.005
      60.320526 13.733 0.005
      14.306319 13.615 0.005
      15.387239 13.491 0.005
      16.361489 13.517 0.005
      48.679607 13.603 0.005
      81.021325 13.673 0.005
      18.502089 13.664 0.005
        3.73423 13.684 0.005
      67.278066 13.728 0.005
        4.82904 13.739 0.005
      21.371439 13.785 0.005
      21.495319  13.78 0.005
      22.288479 13.821 0.005
         7.6731 13.868 0.005
      86.051965 13.883 0.005
      24.357289 13.907 0.005
      40.160268 13.913 0.005
      56.692627  13.92 0.005
      26.441429 13.899 0.005
      90.003755 13.836 0.005
      27.399809 13.825 0.005
      76.295076 13.695 0.005
