         t   Imag  Ierr
---------- ------ -----
46.3471742 12.786 0.006
48.4104542 12.872 0.006
49.3933342 12.933 0.006
59.3780242 13.187 0.006
62.3903442 12.719 0.006
43.2454121 12.725 0.006
65.3727342 12.737 0.006
 3.0575079  12.77 0.006
46.1124321 12.783 0.006
70.2878542  12.93 0.006
71.3183542 12.982 0.006
72.3797242 13.053 0.006
53.2702521 13.178 0.006
11.9319579 13.227 0.006
79.2884942 13.248 0.006
16.9896679 13.225 0.006
82.3636942 12.785 0.006
68.2583221 12.821 0.006
72.2457321 13.043 0.006
  54.15397 13.235 0.006
35.9770979 13.261 0.006
  59.11145 13.244 0.006
  61.11986 12.782 0.006
 2.7689937 12.745 0.006
  68.13709 12.809 0.006
30.8582658 13.091 0.006
33.8535458 13.262 0.006
40.9151258 12.739 0.006
30.7914237 13.075 0.006
10.6161216 13.139 0.006
80.9168279 13.068 0.006
40.6535737 12.755 0.006
83.8595579 12.727 0.006
21.5656816 12.725 0.006
64.8657458 12.727 0.006
44.5650237 12.743 0.006
24.4552616 12.762 0.006
67.8136458 12.793 0.006
68.7464358 12.827 0.006
48.6817437 12.879 0.006
28.5311316  12.93 0.006
50.6177537 12.983 0.006
51.5992537 13.045 0.006
73.8446858 13.132 0.006
11.3623595 13.186 0.006
54.7183237 13.228 0.006
77.7481758 13.259 0.006
37.4603716 13.269 0.006
59.6032237 13.122 0.006
 1.3209474  12.73 0.006
26.4761695 12.833 0.006
48.5785416 12.876 0.006
28.3681295 12.932 0.006
71.6619637  12.99 0.006
51.4980116 13.052 0.006
73.6917037  13.12 0.006
32.3973495 13.185 0.006
79.5005737 13.267 0.006
81.5560237 12.901 0.006
46.4319895 12.786 0.006
 6.0656153 12.866 0.006
 6.1658053 12.873 0.006
71.5558016 12.994 0.006
73.4425716 13.115 0.006
15.0959553 13.239 0.006
38.2520574 13.204 0.006
62.3933895 12.719 0.006
64.2869495 12.722 0.006
 3.9769832 12.787 0.006
70.3079695 12.901 0.006
48.0876653 12.872 0.006
 9.7564111  13.11 0.006
36.9360932 13.265 0.006
20.7806011  12.71 0.006
80.9740753 13.051 0.006
65.7994048 12.745 0.006
54.5121906 13.231 0.006
60.4723206 12.901 0.006
62.5265606  12.72 0.006
 0.1226243 12.723 0.006
23.3086464 12.727 0.006
24.2222564 12.762 0.006
47.3603585 12.823 0.006
29.2056364 12.983 0.006
 9.1096343  13.05 0.006
73.5211206 13.122 0.006
74.5194706 13.179 0.006
63.4073585 12.715 0.006
47.2725564 12.826 0.006
49.2222764 12.927 0.006
32.1679443 13.199 0.006
77.3477285 13.279 0.006
66.1317064 12.749 0.006
48.1126743  12.86 0.006
50.1173443 12.966 0.006
29.9914322 13.032 0.006
10.8867201  13.16 0.006
61.0595843   12.8 0.006
49.0364622 12.898 0.006
50.9080822 13.006 0.006
73.9815443 13.153 0.006
33.8065801  13.26 0.006
56.9293322 13.242 0.006
58.9944122 13.253 0.006
82.1088243 12.816 0.006
62.9912422 12.719 0.006
 22.690408 12.735 0.006
 23.701408 12.748 0.006
 5.5514859 12.846 0.006
72.0326322 13.026 0.006
12.5972859 13.246 0.006
78.9161522 13.234 0.006
 38.714148 13.066 0.006
61.8808401 12.732 0.006
 0.4807738 12.711 0.006
23.5869159 12.746 0.006
67.8873601 12.793 0.006
 47.800348 12.843 0.006
28.5020859  12.94 0.006
30.5189459 13.075 0.006
78.7598701 13.225 0.006
17.3867038 13.131 0.006
 62.635018 12.707 0.006
24.4106038 12.756 0.006
 5.3235217 12.836 0.006
27.4491938 12.876 0.006
28.2753238 12.922 0.006
50.4611459 12.988 0.006
30.4109938 13.059 0.006
53.4659759 13.195 0.006
55.4366659 13.261 0.006
 78.644578 13.237 0.006
16.1709217  13.28 0.006
39.2969438 12.893 0.006
19.1862317 12.754 0.006
66.5113459 12.745 0.006
48.2947638 12.858 0.006
71.3964659 12.988 0.006
51.3806938 13.042 0.006
33.1631517 13.227 0.006
34.2365017 13.261 0.006
77.4396259 13.267 0.006
37.1488117 13.257 0.006
18.1654396 12.896 0.006
19.1331696 12.756 0.006
43.2054817 12.741 0.006
 3.9238075 12.786 0.006
47.1923717 12.813 0.006
29.0718996 12.964 0.006
73.3345638 13.101 0.006
58.2022117 13.242 0.006
81.2411238  12.96 0.006
24.9052075 12.776 0.006
70.1233517 12.906 0.006
30.8958675 13.101 0.006
82.1011317 12.813 0.006
 3.7209433 12.772 0.006
71.0203496 12.956 0.006
33.7632154 13.243 0.006
57.9119775 13.225 0.006
 1.5178412 12.721 0.006
25.6183333 12.795 0.006
69.8960575 12.901 0.006
80.8584975 13.095 0.006
54.4951849 13.248 0.006
 77.609527 13.272 0.006
 79.657437 13.281 0.006
 81.650137 12.876 0.006
 1.1551886 12.724 0.006
66.4626849 12.763 0.006
 7.0831286 12.932 0.006
50.4093928 12.999 0.006
55.3313428 13.265 0.006
15.0921086 13.242 0.006
81.4313149 12.932 0.006
42.1637407 12.722 0.006
31.0563986 13.107 0.006
56.2686207 13.262 0.006
80.3111128 13.232 0.006
62.2555607 12.727 0.006
 1.9065644 12.733 0.006
26.0171165 12.811 0.006
72.1914107 13.036 0.006
31.8977765 13.163 0.006
76.1767707 13.263 0.006
79.0979107 13.241 0.006
17.8851144 12.974 0.006
84.1287307  12.72 0.006
65.1178086 12.731 0.006
 3.6605423 12.764 0.006
68.1304486 12.802 0.006
 5.6386623 12.838 0.006
27.7219444 12.884 0.006
49.9223365 12.949 0.006
50.9563665 13.017 0.006
74.0886286 13.152 0.006
55.0166265 13.251 0.006
14.6529723 13.252 0.006
16.6782823 13.267 0.006
60.9145165 12.818 0.006
83.0324386 12.742 0.006
63.8906065 12.731 0.006
 2.6026302 12.747 0.006
66.8818765 12.773 0.006
 4.6540002 12.807 0.006
 6.5459502  12.89 0.006
13.5030702  13.27 0.006
37.5766723 13.272 0.006
17.6132702  13.05 0.006
19.5156002 12.743 0.006
21.5402902 12.724 0.006
 1.4241281 12.728 0.006
 2.4012881 12.731 0.006
47.6661923 12.842 0.006
 6.3635581 12.882 0.006
28.5050302 12.935 0.006
 8.3658681 12.995 0.006
 9.3903481 13.069 0.006
31.4822602 13.137 0.006
35.4739802 13.264 0.006
60.5108723  12.89 0.006
  1.234236 12.729 0.006
46.4794702 12.795 0.006
50.4938502 12.993 0.006
 11.298616 13.191 0.006
 13.309406 13.263 0.006
78.5972123 13.229 0.006
42.3557181 12.714 0.006
 3.0840239 12.756 0.006
49.3128081 12.918 0.006
53.3787981 13.185 0.006
 33.227886 13.239 0.006
13.1032639 13.267 0.006
14.1697139 13.264 0.006
79.4546302 13.257 0.006
