             t   Imag  Ierr
-------------- ------ -----
    77.9484432  13.59 0.005
    49.5922166 13.391 0.005
    85.0001632 13.237 0.005
    54.6018466 13.316 0.005
    38.4070433 13.349 0.005
     6.0035467 13.443 0.005
    13.9723067 13.507 0.005
    15.9757967 13.277 0.005
    71.5430266 13.303 0.005
     9.7915734 13.607 0.005
    27.9320867 13.624 0.005
    63.4023233   13.6 0.005
    17.6957634 13.171 0.005
    17.7843034 13.165 0.005
    35.9706067 13.238 0.005
      54.18043 13.291 0.005
    36.9879567 13.302 0.005
    20.7926534 13.333 0.005
       55.1981 13.337 0.005
    38.9625367  13.37 0.005
    21.7700434 13.375 0.005
    23.7288834 13.463 0.005
    23.7356834 13.456 0.005
     7.5521201 13.508 0.005
    76.3561633 13.476 0.005
    77.4028433 13.557 0.005
      60.21039 13.529 0.005
    78.2051133 13.605 0.005
    37.6839734 13.324 0.005
       72.0894 13.322 0.005
    55.8218067 13.362 0.005
     4.2307268 13.358 0.005
      74.06352 13.396 0.005
     5.2731368 13.392 0.005
     7.3711468  13.52 0.005
      76.17519   13.5 0.005
     8.2611368 13.553 0.005
      77.06521 13.544 0.005
    33.4264701 13.236 0.005
    17.3731668 13.158 0.005
    51.7786334 13.161 0.005
    52.6282634 13.194 0.005
    53.6368834 13.276 0.005
    53.6437134 13.277 0.005
    37.4100101 13.317 0.005
    42.4060601 13.551 0.005
    77.8406767 13.582 0.005
    44.4095801 13.605 0.005
    82.8085267 13.506 0.005
    48.4167701 13.501 0.005
    66.6469534 13.419 0.005
    32.2551568 13.414 0.005
    84.8616167 13.266 0.005
    16.0712735 13.265 0.005
    17.9980335 13.182 0.005
    21.9736235  13.37 0.005
    75.5367934 13.465 0.005
    75.5436334 13.462 0.005
    28.0310135 13.618 0.005
    29.9297935  13.55 0.005
    30.9967135  13.51 0.005
    66.3194301 13.461 0.005
    14.7283702 13.454 0.005
    69.3814101 13.173 0.005
     6.6491369 13.455 0.005
    58.2539368 13.461 0.005
    60.1736368 13.558 0.005
     9.6661569 13.589 0.005
    26.8723002  13.59 0.005
    80.4152101 13.599 0.005
    46.0234535 13.601 0.005
    81.3664901 13.564 0.005
    83.3053901 13.479 0.005
    49.8683135 13.353 0.005
    50.8760135 13.211 0.005
    69.0698968  13.17 0.005
    18.4791069 13.222 0.005
    54.0802935   13.3 0.005
     2.4892336 13.291 0.005
    37.8215602 13.319 0.005
    72.2270068 13.326 0.005
    21.5888669 13.362 0.005
    55.9943135 13.354 0.005
     5.2786136 13.401 0.005
    26.4839369 13.585 0.005
    44.6896202 13.614 0.005
    45.6865602 13.608 0.005
    81.0757968 13.578 0.005
    81.2103168 13.571 0.005
    29.6192769 13.557 0.005
    13.2975636 13.534 0.005
    30.5037069  13.52 0.005
    64.9760635 13.526 0.005
    82.1822168 13.519 0.005
    47.8654402 13.546 0.005
    65.0715835 13.522 0.005
    31.5840669 13.486 0.005
    48.7902402 13.486 0.005
    15.3288536 13.381 0.005
    49.7343502 13.371 0.005
    85.0223068 13.246 0.005
    16.3656736 13.217 0.005
    50.7711702 13.214 0.005
    34.4734469 13.173 0.005
    68.9307835 13.159 0.005
     0.1404403 13.158 0.005
    17.4275536 13.159 0.005
     0.2350803  13.16 0.005
    53.6557302 13.269 0.005
    20.2448836  13.33 0.005
     4.0601303 13.359 0.005
    39.4574469  13.39 0.005
    39.6386569 13.399 0.005
    22.4462236 13.402 0.005
    23.3200036 13.436 0.005
     6.1275603 13.421 0.005
    58.7486402  13.49 0.005
    42.5016669 13.539 0.005
    59.7078102  13.52 0.005
    60.6902102  13.59 0.005
     9.0991603 13.568 0.005
    43.6435069 13.589 0.005
     9.2517503 13.573 0.005
    44.4355669  13.63 0.005
    45.4733769 13.629 0.005
    62.7636202 13.627 0.005
    11.1725703 13.611 0.005
    12.0551403 13.591 0.005
    81.0071435 13.583 0.005
    63.8146702 13.563 0.005
    13.0591203 13.541 0.005
    30.4273836 13.537 0.005
    30.4342536 13.526 0.005
    31.3090936 13.499 0.005
    31.3159536 13.492 0.005
    49.4429769 13.426 0.005
    32.3433236 13.409 0.005
    15.1508603 13.389 0.005
    84.8873735 13.257 0.005
    67.6949102 13.257 0.005
    34.3349336 13.165 0.005
    34.3417936 13.164 0.005
      0.832727  13.19 0.005
    18.0388803 13.216 0.005
    53.4368469 13.269 0.005
      2.920627 13.315 0.005
    54.5253869  13.32 0.005
    38.2474736 13.336 0.005
    40.2870036 13.428 0.005
    62.4742169 13.609 0.005
    62.4810969 13.597 0.005
    63.4614769 13.609 0.005
    63.4683069 13.585 0.005
     11.990947 13.589 0.005
    80.7950002 13.578 0.005
    81.6416102  13.54 0.005
    65.5117569 13.498 0.005
    48.3193236 13.505 0.005
    50.2475936 13.287 0.005
     15.855847 13.295 0.005
    52.3392536 13.194 0.005
    52.3460936 13.187 0.005
    56.2453436  13.37 0.005
    75.4629069 13.478 0.005
     6.6725237 13.468 0.005
    66.3398736 13.448 0.005
    49.1474203 13.462 0.005
     32.936517 13.311 0.005
    15.7441037 13.324 0.005
    17.7163737 13.167 0.005
    52.1218203 13.192 0.005
     3.5034404 13.319 0.005
    55.1082103 13.337 0.005
    22.7227337 13.394 0.005
     5.5302904 13.396 0.005
    75.3083736 13.441 0.005
    23.7173237 13.447 0.005
     43.955087 13.594 0.005
    78.3605536 13.593 0.005
    27.7224337 13.613 0.005
    10.5300004 13.609 0.005
    80.2377936 13.621 0.005
    63.0453903 13.658 0.005
    82.3271736 13.527 0.005
     47.935407 13.528 0.005
    32.6314937 13.367 0.005
    84.2362736 13.371 0.005
    17.4976304 13.166 0.005
     51.903097 13.183 0.005
    71.1143903 13.283 0.005
     53.921937  13.28 0.005
    73.1073203 13.347 0.005
