              t   Imag  Ierr
--------------- ------ -----
       20.15932 12.946 0.005
       21.13054 12.973 0.005
        22.1168 12.984 0.005
     61.0362536 13.003 0.005
       24.17444 13.007 0.005
       26.13225 12.991 0.005
       27.12702 12.981 0.005
       30.10294 12.873 0.005
       38.07225 12.733 0.005
       40.09842 12.731 0.005
       42.05625 12.747 0.005
      7.0952764  12.76 0.005
     14.1477764 12.855 0.005
        52.1175 12.873 0.005
     16.1603764 12.894 0.005
       58.03268 12.976 0.005
     23.1273964 12.982 0.005
     24.1294864 12.991 0.005
     25.1484764 13.002 0.005
       63.08515 12.993 0.005
     28.0849564 12.947 0.005
        66.0732 12.906 0.005
        67.0782 12.871 0.005
       67.99127 12.853 0.005
     42.0403364 12.742 0.005
     54.9584864 12.924 0.005
     55.9737164  12.94 0.005
     56.9845564 12.951 0.005
     58.9413064 12.982 0.005
     24.9700228 13.019 0.005
     63.9342664 12.997 0.005
     64.0287064 12.988 0.005
     27.9989628 12.963 0.005
     65.9622664 12.917 0.005
     34.0109728  12.77 0.005
     35.0275228 12.757 0.005
     73.0342164  12.74 0.005
0.0850691999999 12.726 0.005
      3.9920792 12.738 0.005
     10.0522192 12.788 0.005
     12.0453192 12.818 0.005
     12.9896692 12.836 0.005
     17.0006792 12.895 0.005
     23.0228692 12.998 0.005
     24.9864192 13.014 0.005
     25.9802392 13.005 0.005
     27.9487592 12.967 0.005
     65.9544828 12.927 0.005
     30.8912492 12.859 0.005
     68.8537228 12.806 0.005
     69.8601528 12.787 0.005
     70.8343628 12.782 0.005
     71.8644928  12.74 0.005
     37.0421692 12.728 0.005
     38.0737092 12.738 0.005
     38.8973892 12.729 0.005
      5.9341756 12.752 0.005
      6.9384956 12.757 0.005
      7.9337756  12.77 0.005
     45.1031192 12.768 0.005
     45.8975892 12.775 0.005
      9.0620056 12.776 0.005
      9.1404256 12.795 0.005
     46.9021092   12.8 0.005
     46.9165592 12.788 0.005
     11.0287756 12.809 0.005
     48.8799692 12.824 0.005
     12.9510356 12.839 0.005
     49.9772492 12.837 0.005
     13.9254256 12.855 0.005
     51.0449492 12.852 0.005
     52.8761992 12.881 0.005
     17.0066156 12.899 0.005
     17.9828456 12.918 0.005
     18.9109056 12.933 0.005
     19.1587656 12.942 0.005
