              t   Imag  Ierr
--------------- ------ -----
     15.9168434 13.984 0.006
     68.7780736 13.782 0.006
      0.9797732 13.721 0.006
     54.4723368 14.122 0.006
     43.8435534 13.955 0.006
      9.9783632 13.834 0.006
     45.8899334 13.688 0.006
       35.25259 13.605 0.006
     52.8398434 14.172 0.006
     22.9140532 13.616 0.006
     35.5892466 13.658 0.006
     71.4672268 13.839 0.006
     37.5316266 13.884 0.006
     15.2517398 13.932 0.006
     27.9833832 14.038 0.006
      5.6136464 14.116 0.006
     88.1500702 14.189 0.006
     30.9354232 14.151 0.006
     90.1932102 13.993 0.006
     46.5470066  13.59 0.006
     48.5932666 13.862 0.006
     84.4831268 13.903 0.006
       3.946653 13.957 0.006
      4.3418096 14.008 0.006
      19.914583 14.078 0.006
     91.7793434 13.826 0.006
     13.2619196 13.842 0.006
     49.2019898 13.889 0.006
      3.6006462 13.942 0.006
       86.08841 14.019 0.006
      7.6132062 14.167 0.006
      31.905843 14.007 0.006
       91.08313  13.85 0.006
     25.1565496  13.86 0.006
      44.824443 13.846 0.006
      0.2348794 13.618 0.006
     61.4940464 13.925 0.006
     86.7496732 14.084 0.006
      52.841563 14.172 0.006
     77.0988498 14.187 0.006
     36.5391962 13.844 0.006
     37.5928562 13.889 0.006
     19.1926194 14.173 0.006
     35.8742928 13.732 0.006
     37.8843428 13.908 0.006
      3.9416126 13.977 0.006
     28.2429794  14.06 0.006
     30.2206194 14.209 0.006
      0.3839292 13.622 0.006
     61.4683462 13.929 0.006
      27.585596 14.006 0.006
      29.500996 14.171 0.006
      8.1522392 14.085 0.006
     10.1659692 13.824 0.006
     47.1371494 13.651 0.006
     84.0557496 13.889 0.006
     27.8459726 14.023 0.006
      42.475796 14.175 0.006
     79.4431862 13.855 0.006
     37.9154626 13.908 0.006
      4.9645324 14.055 0.006
     19.5864358 14.127 0.006
     80.7807328 13.707 0.006
     82.8211828 13.805 0.006
       8.337209 14.058 0.006
     36.5814658 13.844 0.006
      15.293459 13.943 0.006
      75.492466 14.118 0.006
      19.244819 14.165 0.006
     93.1155994 13.607 0.006
     51.5819158 14.063 0.006
     55.5788458 13.936 0.006
     22.6504456  13.68 0.006
      1.3650688 13.798 0.006
     15.0044122 13.926 0.006
     75.2227492 14.104 0.006
      42.290129 14.176 0.006
     32.6397656 13.878 0.006
     69.8498782 13.596 0.006
     24.3416346 13.745 0.006
     84.5560716 13.922 0.006
      39.973508 14.062 0.006
     52.6065914 14.174 0.006
     88.5618816 14.203 0.006
     73.2350648 13.932 0.006
     28.6865812 14.094 0.006
     20.0436978 14.053 0.006
     68.6311914 13.824 0.006
     82.1364248 13.672 0.006
     14.4149144 13.904 0.006
     76.6298814 14.197 0.006
     90.1442148 14.003 0.006
       9.727921 13.846 0.006
      68.951548 13.752 0.006
     81.5813114  13.59 0.006
     35.9893478 13.747 0.006
      18.613861 14.191 0.006
     15.0022976 13.925 0.006
      27.692091 14.006 0.006
      5.3783942   14.1 0.006
      87.877848 14.173 0.006
     19.0178276  14.19 0.006
     78.2261646 14.041 0.006
     23.0095376 13.602 0.006
     13.3602842 13.847 0.006
     16.3565242 14.015 0.006
     33.0601876 13.837 0.006
     80.5699512 13.745 0.006
     12.6418308 13.735 0.006
      48.671181  13.87 0.006
     61.2114144 13.899 0.006
     62.2547044 13.965 0.006
      51.580261 14.043 0.006
     87.4791512 14.146 0.006
     66.1738444 14.114 0.006
     32.2574642 13.943 0.006
     80.8475678 13.689 0.006
     70.2233244 13.619 0.006
     37.2895042 13.883 0.006
      61.562111  13.92 0.006
     74.2211144 13.994 0.006
     75.1619044 14.076 0.006
      64.571221 14.178 0.006
      65.579121  14.18 0.006
     89.8442978 14.049 0.006
     20.9986274 13.864 0.006
     45.2411342 13.814 0.006
     22.9120774  13.62 0.006
     35.5881208 13.655 0.006
     59.9198076 13.854 0.006
      2.6773206 13.885 0.006
      15.328334 13.941 0.006
     27.9877574 14.022 0.006
     52.2689742 14.127 0.006
      6.6717906 14.186 0.006
     55.3203442 13.978 0.006
0.0151572000003 13.586 0.006
     70.9478576 13.749 0.006
     71.8859376 13.863 0.006
     37.9367974 13.898 0.006
      28.328494 14.064 0.006
     75.8656776  14.16 0.006
     41.9241074   14.2 0.006
     77.8637276 14.109 0.006
     55.5857708 13.933 0.006
     23.6287306 13.607 0.006
     12.9921472 13.809 0.006
     84.8515476 13.932 0.006
     85.8342076 13.995 0.006
      6.3238438 14.173 0.006
     77.1988142 14.178 0.006
      8.3667938 14.031 0.006
     68.5452108 13.825 0.006
     11.3360838  13.61 0.006
      1.6666804 13.848 0.006
      49.225994 13.886 0.006
     85.2352742 13.951 0.006
      51.260244 14.025 0.006
     24.3512338 13.749 0.006
       3.986517 13.963 0.006
     53.5524306   14.2 0.006
     43.9398472 13.942 0.006
      12.995217 13.814 0.006
      15.004367  13.93 0.006
     42.2730138 14.192 0.006
     67.5297606 13.887 0.006
      82.186614 13.675 0.006
      87.200324 14.131 0.006
      30.980017 14.155 0.006
     80.5225006 13.769 0.006
      1.0609968 13.759 0.006
      40.001477 14.065 0.006
     79.9052472 13.842 0.006
     82.9327372 13.822 0.006
      50.955627 14.012 0.006
     43.3186236 14.041 0.006
     69.6356304 13.608 0.006
     14.3792534 13.901 0.006
     73.6215604 13.966 0.006
     42.6844702 14.156 0.006
      69.960717 13.611 0.006
     26.4032934 13.918 0.006
     65.3113636 14.217 0.006
     78.1968798 14.055 0.006
     70.1963196 13.605 0.006
     71.2136096 13.809 0.006
     77.2687296  14.19 0.006
     81.2424196 13.613 0.006
      44.702156 13.845 0.006
      3.0372824 13.916 0.006
     38.9360326 13.964 0.006
     28.2660492 14.057 0.006
      6.0854724 14.161 0.006
     18.7791358 14.198 0.006
     67.3095994 13.925 0.006
      57.609636 13.677 0.006
     36.3312392 13.826 0.006
     85.9047228 14.006 0.006
     17.0922324 14.109 0.006
      64.711386 14.201 0.006
     91.9339628 13.808 0.006
     92.9667128 13.603 0.006
      1.7510656  13.86 0.006
      3.7624056 13.952 0.006
      18.412819  14.21 0.006
     89.3446294 14.125 0.006
     56.3814992 13.853 0.006
     92.1820794 13.776 0.006
      23.447249 13.601 0.006
      82.627096  13.76 0.006
     72.9437526 13.921 0.006
     63.2901392 14.058 0.006
      29.364639 14.149 0.006
      7.0650922 14.201 0.006
     54.6787958 14.104 0.006
     55.7218658 13.925 0.006
     56.6786658 13.842 0.006
     82.9556326 13.835 0.006
      2.4238188 13.882 0.006
     75.2085192 14.094 0.006
      44.402669 13.864 0.006
     92.9101226 13.611 0.006
     74.5549258 14.032 0.006
     89.2494192 14.145 0.006
     91.2986292 13.829 0.006
