              t   Imag  Ierr
--------------- ------ -----
      38.059928 14.156 0.005
       11.95967 14.056 0.005
      69.200736 13.996 0.005
      56.108862 13.721 0.005
      43.031668 13.758 0.005
      58.136162  13.76 0.005
       16.94375 13.789 0.005
      47.101508  13.89 0.005
       18.98243 13.886 0.005
       19.91521 13.954 0.005
       5.859546 13.953 0.005
       6.887226 14.034 0.005
      49.085198 14.031 0.005
      65.135712 14.181 0.005
      37.016634 14.176 0.005
      59.041318 13.802 0.005
       2.795432 13.798 0.005
       32.88623  13.88 0.005
      61.020748 13.879 0.005
       34.84394 14.037 0.005
      77.041892 14.032 0.005
      79.031562 14.181 0.005
       36.84908 14.174 0.005
      68.015358  14.05 0.005
      68.023078 14.045 0.005
      86.091912 13.772 0.005
      15.782622 13.765 0.005
      58.937364 13.789 0.005
      73.008498 13.798 0.005
      74.041068 13.838 0.005
      17.795192 13.834 0.005
      22.693712 14.172 0.005
       8.638068 14.178 0.005
      23.798632 14.167 0.005
      94.123422  14.16 0.005
      38.809326 14.065 0.005
      95.070672 14.082 0.005
      82.010088 14.058 0.005
       53.89102 14.045 0.005
      68.965904 14.026 0.005
      26.783442 14.017 0.005
      84.000128 13.762 0.005
      13.690868 13.759 0.005
      85.965708 13.758 0.005
      44.797546 13.788 0.005
      31.739692 13.818 0.005
      88.001028 13.817 0.005
      32.707062 13.868 0.005
      18.651388 13.874 0.005
      29.604048 13.754 0.005
      29.611768 13.759 0.005
      30.658908  13.78 0.005
       72.85684 13.787 0.005
      45.623562 13.823 0.005
       73.75812  13.81 0.005
        4.51471 13.873 0.005
      18.585854 13.865 0.005
      89.837184  13.93 0.005
        5.46447 13.921 0.005
      90.864324 14.006 0.005
       76.80865 14.004 0.005
       14.45003  13.74 0.005
      56.647992  13.74 0.005
      71.774756 13.762 0.005
      71.782506 13.756 0.005
      72.673796 13.776 0.005
       2.364496 13.778 0.005
      59.651162 13.811 0.005
      59.658892 13.812 0.005
      60.623402 13.858 0.005
       18.44092 13.853 0.005
      63.651372 14.088 0.005
      49.595708 14.079 0.005
      79.680436 14.186 0.005
       9.371156 14.181 0.005
      38.527784   14.1 0.005
      80.725746   14.1 0.005
      81.742146  14.05 0.005
       25.49629 14.051 0.005
      57.615888 13.755 0.005
      43.560244 13.773 0.005
      44.533854 13.777 0.005
      72.668422 13.776 0.005
      73.675642 13.806 0.005
      87.746786 13.806 0.005
      74.641202 13.857 0.005
      60.585538  13.86 0.005
       33.41907 13.906 0.005
       33.42681 13.907 0.005
      71.528488 13.756 0.005
       1.219208 13.756 0.005
      73.539198 13.801 0.005
       45.42013 13.801 0.005
      88.604742 13.845 0.005
       46.42229 13.847 0.005
      19.272092 13.901 0.005
       5.216438 13.907 0.005
      92.555602 14.141 0.005
      92.563342 14.152 0.005
       0.131734 13.709 0.005
      28.266272 13.721 0.005
      86.477958 13.764 0.005
      72.422294 13.771 0.005
       3.073774 13.791 0.005
      17.144938 13.791 0.005
      33.247712 13.899 0.005
      76.388854 13.979 0.005
       6.079564  13.98 0.005
      35.389452 14.077 0.005
      36.259922 14.151 0.005
      36.267692  14.15 0.005
      79.411864  14.19 0.005
      23.166048 14.189 0.005
      52.290436 14.135 0.005
      52.298206 14.127 0.005
      39.220882 14.059 0.005
      25.165248 14.063 0.005
      12.102474 14.052 0.005
      12.110254 14.051 0.005
      97.597318 13.917 0.005
       69.47827 13.911 0.005
      14.152524 13.716 0.005
        6.04697  13.97 0.005
      20.118164 13.968 0.005
      63.326256 14.059 0.005
      21.143824 14.056 0.005
      50.238902  14.13 0.005
       78.37348 14.134 0.005
      50.344162 14.143 0.005
      23.103474  14.19 0.005
      93.428254 14.177 0.005
      37.196438 14.184 0.005
      93.457814 14.185 0.005
      52.246502 14.135 0.005
       80.38108 14.131 0.005
      52.357242 14.125 0.005
       80.49183 14.113 0.005
      67.396606 14.066 0.005
      54.178572  14.06 0.005
       82.31314 14.054 0.005
       83.34282 13.975 0.005
      55.223812 13.964 0.005
      55.318902 13.942 0.005
      69.390076 13.936 0.005
      56.223552 13.707 0.005
       14.04109 13.719 0.005
      42.221768 13.713 0.005
       0.039336 13.735 0.005
       14.19558 13.707 0.005
      44.142978 13.762 0.005
      30.087324 13.766 0.005
      72.343496 13.765 0.005
      45.149108 13.786 0.005
       2.966656 13.794 0.005
       88.37239 13.835 0.005
       18.06313 13.846 0.005
      33.080614 13.887 0.005
      75.278576 13.892 0.005
      62.212522 13.958 0.005
       90.34711 13.961 0.005
      48.301338 13.974 0.005
      48.309098 13.986 0.005
       21.01531 14.056 0.005
      63.213282 14.046 0.005
       92.29023 14.129 0.005
       7.917586 14.121 0.005
      65.244332 14.186 0.005
      79.315526 14.191 0.005
       94.34541 14.152 0.005
      80.289776 14.138 0.005
      81.285396 14.057 0.005
      81.293146 14.061 0.005
       26.05866 14.043 0.005
       96.38351 14.048 0.005
       26.16898 14.048 0.005
       96.49378 14.046 0.005
      41.121934 13.981 0.005
      69.256502 13.972 0.005
      13.909456 13.719 0.005
      13.917196 13.716 0.005
      84.404816 13.716 0.005
      70.351302 13.715 0.005
      71.226452 13.758 0.005
       29.04612 13.761 0.005
      71.352432 13.759 0.005
      85.423606 13.755 0.005
       1.828602 13.764 0.005
       29.96315 13.771 0.005
      59.124148 13.792 0.005
      87.258766 13.792 0.005
       31.09713 13.793 0.005
      17.960806 13.829 0.005
       32.16978  13.84 0.005
      88.431176  13.84 0.005
      18.964466 13.884 0.005
       34.10832 13.972 0.005
       5.989292 13.969 0.005
      77.231372 14.045 0.005
       6.939892 14.052 0.005
      63.201288 14.059 0.005
       36.98985 14.185 0.005
      51.061024 14.182 0.005
      95.221426 14.068 0.005
      81.165792 14.057 0.005
      27.969096  13.72 0.005
      84.230472 13.714 0.005
       42.96139 13.761 0.005
      57.032574 13.755 0.005
      85.336982 13.747 0.005
       0.964318 13.768 0.005
       1.931338 13.764 0.005
      30.065916 13.756 0.005
      73.111008  13.78 0.005
      73.118778 13.792 0.005
      88.312362 13.829 0.005
      74.256738 13.832 0.005
       47.03713 13.884 0.005
       4.854748 13.892 0.005
      91.287392 14.055 0.005
      35.041526 14.056 0.005
      94.214722 14.172 0.005
      23.905472 14.164 0.005
      95.224912 14.056 0.005
       53.04247 14.059 0.005
      83.092918  14.02 0.005
      69.037294 14.013 0.005
      77.160504 14.035 0.005
       6.851264 14.034 0.005
      49.943776 14.114 0.005
       7.761354 14.111 0.005
      23.779768 14.175 0.005
       65.97774 14.168 0.005
      24.856068 14.064 0.005
      52.990636 14.064 0.005
      40.840042 14.027 0.005
      12.721004 14.025 0.005
      28.802428 13.744 0.005
       71.00044  13.75 0.005
      43.938962 13.754 0.005
      58.010146 13.765 0.005
      46.899132 13.871 0.005
        5.67551 13.943 0.005
      61.936916 13.942 0.005
      22.745814 14.181 0.005
       80.01931 14.175 0.005
        9.71008 14.171 0.005
      66.925506 14.084 0.005
      52.869872 14.081 0.005
      26.713424 14.034 0.005
       82.97481 14.031 0.005
      42.809788  13.75 0.005
      28.754184 13.757 0.005
      30.756144 13.772 0.005
      30.763934 13.785 0.005
      49.771278 14.104 0.005
       91.96911 14.097 0.005
      40.731014 14.039 0.005
      68.865582 14.044 0.005
       3.545812 13.803 0.005
      87.934006 13.816 0.005
      77.850632 14.091 0.005
      77.858412 14.106 0.005
      56.688394 13.732 0.005
      54.648416 14.034 0.005
      40.592752 14.032 0.005
      30.521098 13.777 0.005
      86.782454 13.781 0.005
       76.68771   14.0 0.005
      34.505218 14.002 0.005
      40.478138 14.048 0.005
      68.612676  14.05 0.005
       8.242276 14.148 0.005
       8.250026 14.142 0.005
      37.382724 14.193 0.005
       93.64406 14.183 0.005
      13.323936 13.883 0.005
      41.458474 13.881 0.005
       32.39126 13.842 0.005
       4.272212  13.85 0.005
      48.425774 13.986 0.005
      90.623716 13.982 0.005
      68.387758 14.057 0.005
      68.395488  14.05 0.005
0.0993479999999 13.712 0.005
       0.107058 13.717 0.005
      70.422424 13.709 0.005
      89.523618 13.912 0.005
       71.21173  13.75 0.005
      29.029278 13.744 0.005
      31.050728 13.792 0.005
      16.995074 13.799 0.005
      35.058898 14.049 0.005
      21.003224 14.045 0.005
      39.020598 14.067 0.005
      39.028338 14.061 0.005
       13.87498 13.729 0.005
      98.263144 13.737 0.005
       88.23487 13.835 0.005
       88.24264 13.836 0.005
       6.727736 14.023 0.005
       6.735466  14.03 0.005
        24.0031 14.163 0.005
       9.947416 14.147 0.005
        95.2381 14.071 0.005
