        t   Imag  Ierr
--------- ------ -----
45.544366  13.36 0.006
 10.66847 13.509 0.006
67.060144 13.575 0.006
58.575216 13.112 0.006
80.057114 13.213 0.006
 26.62119 13.324 0.006
64.569926 13.397 0.006
65.608006 13.474 0.006
84.896984 13.532 0.006
85.874334 13.588 0.006
69.485046 13.539 0.006
 33.57636   13.5 0.006
71.576896 13.565 0.006
18.176422 13.089 0.006
74.482476 13.085 0.006
78.485686 13.158 0.006
24.131352 13.194 0.006
 7.682484 13.295 0.006
 51.63407   13.5 0.006
74.091098 13.072 0.006
21.708334 13.122 0.006
24.649224 13.223 0.006
82.074558 13.331 0.006
84.082978 13.476 0.006
15.207066 13.507 0.006
17.221836 13.277 0.006
59.117782 13.125 0.006
 6.704228 13.242 0.006
  87.6442  13.56 0.006
24.759888 13.218 0.006
25.702388 13.269 0.006
32.649758 13.532 0.006
 16.15243 13.569 0.006
54.062096 13.298 0.006
73.591144 13.083 0.006
56.082606 13.088 0.006
57.003106 13.096 0.006
58.011136 13.112 0.006
59.133976 13.125 0.006
41.597148 13.156 0.006
 4.749682 13.162 0.006
 24.18064 13.193 0.006
80.556554 13.243 0.006
 26.11665 13.291 0.006
 8.628542 13.352 0.006
83.634614 13.444 0.006
84.505604 13.499 0.006
 30.21721 13.572 0.006
69.068496 13.563 0.006
15.607442 13.555 0.006
90.510934 13.483 0.006
 40.17315 13.117 0.006
 44.21063 13.259 0.006
 8.256034 13.334 0.006
27.632972 13.393 0.006
65.630448 13.479 0.006
11.175484 13.551 0.006
86.129816 13.598 0.006
 50.06915 13.594 0.006
68.601418 13.599 0.006
73.469108 13.105 0.006
 1.646116 13.096 0.006
45.696852 13.365 0.006
84.505238 13.508 0.006
 66.13578 13.513 0.006
86.642078 13.599 0.006
51.589682 13.497 0.006
 75.06597 13.099 0.006
 3.225898 13.122 0.006
43.188674 13.223 0.006
63.551822 13.329 0.006
11.186368 13.537 0.006
51.103264  13.52 0.006
71.118514 13.566 0.006
 1.144412 13.095 0.006
81.084724  13.27 0.006
86.046994 13.589 0.006
85.535316 13.566 0.006
 9.723084  13.44 0.006
  77.6106 13.133 0.006
28.153946 13.442 0.006
67.128022  13.57 0.006
12.695938 13.595 0.006
70.172972 13.496 0.006
15.677808 13.553 0.006
54.637314 13.138 0.006
57.600364 13.102 0.006
40.152566  13.12 0.006
  4.27151 13.152 0.006
79.148212 13.179 0.006
24.766248 13.224 0.006
52.214726 13.512 0.006
57.197706 13.096 0.006
77.616994 13.137 0.006
 26.27166 13.307 0.006
66.155086 13.515 0.006
 2.178444 13.105 0.006
  42.2164 13.179 0.006
 44.22105 13.282 0.006
63.682518  13.33 0.006
28.756372 13.477 0.006
 55.16327  13.08 0.006
 8.849156 13.373 0.006
29.190364 13.519 0.006
86.554858 13.605 0.006
88.615438 13.505 0.006
 72.12285 13.448 0.006
90.620388 13.441 0.006
55.746292 13.076 0.006
57.742952 13.106 0.006
 78.21273 13.148 0.006
24.738636 13.217 0.006
62.688812 13.267 0.006
28.717516 13.471 0.006
68.784512 13.586 0.006
72.702502 13.234 0.006
  1.78968 13.088 0.006
22.292808 13.131 0.006
42.811326 13.198 0.006
44.764556 13.305 0.006
65.222564 13.441 0.006
85.757022 13.585 0.006
49.848616 13.603 0.006
 14.72893 13.499 0.006
72.154564 13.437 0.006
 4.281542 13.138 0.006
80.140114 13.222 0.006
64.683276 13.401 0.006
68.709676 13.585 0.006
90.217844 13.539 0.006
17.165582 13.287 0.006
55.172838 13.079 0.006
19.301282 13.075 0.006
 2.768864 13.109 0.006
78.617986 13.158 0.006
62.238528 13.249 0.006
26.178962 13.303 0.006
 9.717624 13.441 0.006
10.724674 13.517 0.006
71.223038 13.568 0.006
37.185052 13.075 0.006
39.168982  13.11 0.006
 3.331776 13.147 0.006
24.701624 13.215 0.006
81.183768 13.274 0.006
 63.68177 13.339 0.006
28.687284 13.474 0.006
30.821654 13.596 0.006
13.319846 13.591 0.006
 71.68315 13.555 0.006
56.167422 13.074 0.006
57.200432 13.091 0.006
 4.788948 13.152 0.006
 80.69447 13.244 0.006
49.740724 13.596 0.006
33.192226 13.501 0.006
  3.27045 13.119 0.006
  6.25305 13.212 0.006
46.200306 13.408 0.006
92.109232 13.081 0.006
61.260916 13.204 0.006
83.676664 13.452 0.006
88.655034 13.503 0.006
91.686044 13.114 0.006
80.175596 13.224 0.006
 46.21912 13.411 0.006
11.322094 13.561 0.006
40.754132 13.124 0.006
11.810246 13.579 0.006
  69.2156 13.569 0.006
89.733078 13.564 0.006
54.786622 13.119 0.006
 77.23233 13.118 0.006
 79.19099 13.188 0.006
 83.16029 13.404 0.006
28.842196 13.484 0.006
 89.17291 13.525 0.006
 91.16922 13.268 0.006
57.215924 13.105 0.006
41.714316 13.158 0.006
   5.8943 13.203 0.006
 14.78555 13.501 0.006
55.819146 13.075 0.006
 21.80469 13.118 0.006
80.275714 13.224 0.006
83.280014 13.403 0.006
49.333628 13.589 0.006
90.211534 13.555 0.006
18.275052 13.082 0.006
20.318522 13.092 0.006
 41.70925 13.158 0.006
80.788986 13.256 0.006
 9.800874  13.45 0.006
85.786126 13.581 0.006
32.273372 13.564 0.006
70.329178 13.496 0.006
71.190718 13.564 0.006
16.747414 13.445 0.006
73.238818 13.126 0.006
 55.80326 13.081 0.006
20.878554 13.108 0.006
 4.454756 13.146 0.006
80.204998 13.219 0.006
82.230328 13.344 0.006
10.352616 13.489 0.006
85.231168 13.558 0.006
50.267892 13.584 0.006
52.333262 13.535 0.006
34.789604 13.557 0.006
35.915014 13.198 0.006
56.276572 13.087 0.006
  81.7033  13.31 0.006
29.250356 13.519 0.006
48.874264 13.583 0.006
69.246272 13.551 0.006
71.270902 13.575 0.006
53.802954 13.391 0.006
 91.71926 13.116 0.006
39.339866 13.104 0.006
40.272786 13.113 0.006
22.826878 13.142 0.006
42.275046  13.18 0.006
  6.36036 13.229 0.006
44.273686 13.284 0.006
66.735014 13.555 0.006
33.714928 13.522 0.006
56.261246 13.083 0.006
40.801328 13.131 0.006
 26.34609 13.309 0.006
84.795214 13.518 0.006
86.806034 13.596 0.006
51.801298 13.499 0.006
17.852882 13.114 0.006
20.856172 13.111 0.006
60.759228 13.187 0.006
 46.28285 13.411 0.006
87.288046  13.58 0.006
88.254906 13.512 0.006
 52.30886 13.533 0.006
90.314516 13.532 0.006
92.246096 13.087 0.006
75.733508 13.107 0.006
 4.811346 13.169 0.006
79.704668 13.205 0.006
 62.29513 13.261 0.006
82.745118 13.378 0.006
 9.937776 13.463 0.006
30.265034 13.578 0.006
87.823018 13.551 0.006
51.773862   13.5 0.006
35.300434 13.407 0.006
 74.33678 13.082 0.006
20.909016  13.11 0.006
59.818502  13.16 0.006
60.758442 13.187 0.006
 81.19965 13.284 0.006
26.788676  13.34 0.006
28.904106 13.489 0.006
 86.19585  13.59 0.006
75.802312 13.103 0.006
77.735392 13.152 0.006
30.311928 13.577 0.006
32.355848 13.547 0.006
52.834916 13.577 0.006
73.319124 13.123 0.006
57.817096 13.108 0.006
 22.90098 13.148 0.006
64.810106 13.424 0.006
12.374022 13.596 0.006
64.310838 13.386 0.006
16.887374 13.384 0.006
88.280084 13.514 0.006
 34.85692 13.543 0.006
 39.91523 13.115 0.006
85.785676 13.582 0.006
17.915724 13.116 0.006
52.380542 13.532 0.006
22.461896 13.131 0.006
44.907674 13.315 0.006
70.258952 13.498 0.006
77.408232 13.114 0.006
36.907368 13.075 0.006
 5.949492 13.209 0.006
10.006502 13.455 0.006
50.892798 13.546 0.006
 34.46558 13.582 0.006
 37.43869 13.073 0.006
 3.450184 13.118 0.006
60.840098 13.185 0.006
81.430716   13.3 0.006
 48.41233 13.561 0.006
