             t   Imag  Ierr
-------------- ------ -----
     36.029403 13.509 0.006
      17.68883 13.769 0.006
      28.68212 13.663 0.006
    46.8398215 13.703 0.006
     13.158147 13.483 0.006
     95.339316 13.714 0.006
      57.59324 13.748 0.006
     1.6012125 13.493 0.006
    32.0123555 13.855 0.006
      71.57259 13.695 0.006
      0.444301 13.482 0.006
      75.52947 13.525 0.006
    65.3543985 13.667 0.006
    67.3483485 13.838 0.006
    95.6895715  13.71 0.006
    73.4279785 13.482 0.006
     2.2619395 13.525 0.006
      93.51025 13.799 0.006
     47.758734 13.586 0.006
     74.165207 13.476 0.006
    15.1187395 13.559 0.006
     79.094667 13.801 0.006
     57.676884 13.743 0.006
    73.0080055 13.474 0.006
    77.9808755 13.709 0.006
    55.5337625 13.856 0.006
    33.2383395 13.753 0.006
     96.188277 13.663 0.006
     73.800474 13.483 0.006
     27.016158 13.538 0.006
    89.9554455 13.686 0.006
    18.8408665 13.855 0.006
    24.7777065 13.473 0.006
    26.7838065  13.52 0.006
    77.5333325 13.666 0.006
    55.1638195 13.827 0.006
    32.7641665 13.781 0.006
    83.5777125 13.689 0.006
     48.897268 13.477 0.006
      2.111482 13.517 0.006
     9.8171105 13.705 0.006
    61.6052765 13.481 0.006
     30.962772 13.858 0.006
    49.1806235 13.488 0.006
     67.368965 13.836 0.006
    17.3648275 13.746 0.006
     0.5739015 13.483 0.006
     74.017304 13.478 0.006
     9.5629335 13.728 0.006
    36.0109165 13.507 0.006
    18.6105535 13.843 0.006
     83.610981 13.699 0.006
     63.134388 13.516 0.006
     18.398452 13.826 0.006
     77.107148 13.626 0.006
    93.3651995 13.825 0.006
     38.285252 13.499 0.006
     19.934449 13.829 0.006
    37.1465605 13.503 0.006
      5.615496 13.785 0.006
    27.6170375 13.582 0.006
     66.206952 13.749 0.006
    11.3771645 13.555 0.006
    14.3461645 13.518 0.006
      5.124143 13.734 0.006
      8.049233 13.819 0.006
    94.3580735 13.752 0.006
    48.7909075 13.489 0.006
     62.776979 13.509 0.006
    29.1864445 13.715 0.006
     19.116833 13.875 0.006
     6.9360315 13.874 0.006
    57.7334075 13.753 0.006
    83.9982905  13.67 0.006
     73.814339  13.49 0.006
    88.0017905  13.54 0.006
    65.5379375 13.687 0.006
    93.9962105 13.758 0.006
     35.043193 13.684 0.006
     85.810549 13.488 0.006
    51.3584045 13.536 0.006
    77.6161575 13.678 0.006
    79.6367975  13.84 0.006
